FTTH-ZAPOTE01;Nodo Zapote;9.924926;-84.057130
FTTH-SANTA_ANA03;Nodo Santa Ana;9.936123;-84.183624
FTTH-LUMINET01;Nodo Luminet;10.000796;-84.184764
FTTH-AMERICAN_DATA02;Nodo American Data;9.932576;-84.102416
FTTH-CIS01;Nodo CIS;9.949603;-84.164189
FTTH-SABANA01;Nodo Sabana;9.933960;-84.115666
FTTH-WORLDCOM01;Nodo Worldcom;9.931410;-84.102270
